success,code,data,responseTimestamp
True,SUCCESS,"[{'entityName': '560068', 'metric': {'type': 'TOTAL', 'count': 1839, 'amount': 1905289.0}}, {'entityName': '110059', 'metric': {'type': 'TOTAL', 'count': 1509, 'amount': 1603319.0}}, {'entityName': '421301', 'metric': {'type': 'TOTAL', 'count': 1473, 'amount': 1157196.0}}, {'entityName': '421302', 'metric': {'type': 'TOTAL', 'count': 1471, 'amount': 1338786.0}}, {'entityName': '560078', 'metric': {'type': 'TOTAL', 'count': 1372, 'amount': 1472700.0}}, {'entityName': '560076', 'metric': {'type': 'TOTAL', 'count': 1308, 'amount': 1508537.0}}, {'entityName': '560043', 'metric': {'type': 'TOTAL', 'count': 1285, 'amount': 1483440.0}}, {'entityName': '560058', 'metric': {'type': 'TOTAL', 'count': 1237, 'amount': 1231686.0}}, {'entityName': '110086', 'metric': {'type': 'TOTAL', 'count': 1220, 'amount': 1265728.0}}, {'entityName': '560091', 'metric': {'type': 'TOTAL', 'count': 1201, 'amount': 1265605.0}}]",1692611105644
True,SUCCESS,"[{'entityName': 'karnataka', 'metric': {'type': 'TOTAL', 'count': 95640, 'amount': 130733580.0}}, {'entityName': 'maharashtra', 'metric': {'type': 'TOTAL', 'count': 88015, 'amount': 117411928.0}}, {'entityName': 'tamil nadu', 'metric': {'type': 'TOTAL', 'count': 47621, 'amount': 64969045.0}}, {'entityName': 'uttar pradesh', 'metric': {'type': 'TOTAL', 'count': 45996, 'amount': 73014969.0}}, {'entityName': 'west bengal', 'metric': {'type': 'TOTAL', 'count': 38779, 'amount': 51160527.0}}, {'entityName': 'kerala', 'metric': {'type': 'TOTAL', 'count': 37110, 'amount': 64172190.0}}, {'entityName': 'telangana', 'metric': {'type': 'TOTAL', 'count': 36325, 'amount': 51942016.00000001}}, {'entityName': 'andhra pradesh', 'metric': {'type': 'TOTAL', 'count': 29954, 'amount': 42648157.0}}, {'entityName': 'delhi', 'metric': {'type': 'TOTAL', 'count': 28232, 'amount': 35442069.0}}, {'entityName': 'haryana', 'metric': {'type': 'TOTAL', 'count': 22783, 'amount': 32526943.0}}]",1692611157152
True,SUCCESS,"[{'entityName': 'bengaluru urban', 'metric': {'type': 'TOTAL', 'count': 57549, 'amount': 71700148.0}}, {'entityName': 'pune', 'metric': {'type': 'TOTAL', 'count': 17790, 'amount': 24312875.0}}, {'entityName': 'thane', 'metric': {'type': 'TOTAL', 'count': 14272, 'amount': 16536659.0}}, {'entityName': 'mumbai suburban', 'metric': {'type': 'TOTAL', 'count': 10457, 'amount': 11756037.0}}, {'entityName': 'chennai', 'metric': {'type': 'TOTAL', 'count': 9138, 'amount': 9949256.0}}, {'entityName': 'hyderabad', 'metric': {'type': 'TOTAL', 'count': 7434, 'amount': 9813417.0}}, {'entityName': 'medchal malkajgiri', 'metric': {'type': 'TOTAL', 'count': 7300, 'amount': 10383529.0}}, {'entityName': 'rangareddy', 'metric': {'type': 'TOTAL', 'count': 7261, 'amount': 10851640.0}}, {'entityName': 'kolkata', 'metric': {'type': 'TOTAL', 'count': 6763, 'amount': 7736401.0}}, {'entityName': 'gurugram', 'metric': {'type': 'TOTAL', 'count': 6642, 'amount': 8138262.0}}]",1692611157152
True,SUCCESS,"[{'entityName': '560068', 'metric': {'type': 'TOTAL', 'count': 2349, 'amount': 2922542.0}}, {'entityName': '560076', 'metric': {'type': 'TOTAL', 'count': 1718, 'amount': 2181826.0}}, {'entityName': '560043', 'metric': {'type': 'TOTAL', 'count': 1713, 'amount': 2402868.0}}, {'entityName': '560058', 'metric': {'type': 'TOTAL', 'count': 1699, 'amount': 1800069.0}}, {'entityName': '421302', 'metric': {'type': 'TOTAL', 'count': 1673, 'amount': 1688051.0}}, {'entityName': '560078', 'metric': {'type': 'TOTAL', 'count': 1671, 'amount': 1970551.0}}, {'entityName': '560091', 'metric': {'type': 'TOTAL', 'count': 1656, 'amount': 2065687.0}}, {'entityName': '110059', 'metric': {'type': 'TOTAL', 'count': 1416, 'amount': 1666849.0}}, {'entityName': '560079', 'metric': {'type': 'TOTAL', 'count': 1358, 'amount': 1534187.0}}, {'entityName': '560064', 'metric': {'type': 'TOTAL', 'count': 1288, 'amount': 1709573.0}}]",1692611157152
True,SUCCESS,"[{'entityName': 'karnataka', 'metric': {'type': 'TOTAL', 'count': 93385, 'amount': 123228632.0}}, {'entityName': 'maharashtra', 'metric': {'type': 'TOTAL', 'count': 80935, 'amount': 104603934.00000001}}, {'entityName': 'uttar pradesh', 'metric': {'type': 'TOTAL', 'count': 55133, 'amount': 77434953.0}}, {'entityName': 'tamil nadu', 'metric': {'type': 'TOTAL', 'count': 46714, 'amount': 61835120.0}}, {'entityName': 'telangana', 'metric': {'type': 'TOTAL', 'count': 45600, 'amount': 58056956.0}}, {'entityName': 'kerala', 'metric': {'type': 'TOTAL', 'count': 35667, 'amount': 59920203.0}}, {'entityName': 'west bengal', 'metric': {'type': 'TOTAL', 'count': 33542, 'amount': 41737021.0}}, {'entityName': 'andhra pradesh', 'metric': {'type': 'TOTAL', 'count': 32185, 'amount': 41708071.99999999}}, {'entityName': 'delhi', 'metric': {'type': 'TOTAL', 'count': 26378, 'amount': 31787281.0}}, {'entityName': 'gujarat', 'metric': {'type': 'TOTAL', 'count': 25381, 'amount': 32090964.999999996}}]",1692611208619
True,SUCCESS,"[{'entityName': 'bengaluru urban', 'metric': {'type': 'TOTAL', 'count': 57934, 'amount': 69731242.0}}, {'entityName': 'pune', 'metric': {'type': 'TOTAL', 'count': 18712, 'amount': 24072589.0}}, {'entityName': 'thane', 'metric': {'type': 'TOTAL', 'count': 12306, 'amount': 14514282.0}}, {'entityName': 'rangareddy', 'metric': {'type': 'TOTAL', 'count': 10065, 'amount': 13653366.999999998}}, {'entityName': 'mumbai suburban', 'metric': {'type': 'TOTAL', 'count': 9944, 'amount': 10743651.0}}, {'entityName': 'hyderabad', 'metric': {'type': 'TOTAL', 'count': 9542, 'amount': 11365866.0}}, {'entityName': 'chennai', 'metric': {'type': 'TOTAL', 'count': 8966, 'amount': 9428379.0}}, {'entityName': 'medchal malkajgiri', 'metric': {'type': 'TOTAL', 'count': 8919, 'amount': 11248856.0}}, {'entityName': 'jaipur', 'metric': {'type': 'TOTAL', 'count': 7224, 'amount': 9069667.0}}, {'entityName': 'ahmadabad', 'metric': {'type': 'TOTAL', 'count': 6962, 'amount': 8565312.0}}]",1692611208619
True,SUCCESS,"[{'entityName': '560068', 'metric': {'type': 'TOTAL', 'count': 2692, 'amount': 3077564.0}}, {'entityName': '560037', 'metric': {'type': 'TOTAL', 'count': 1860, 'amount': 2052163.0}}, {'entityName': '560078', 'metric': {'type': 'TOTAL', 'count': 1844, 'amount': 2105323.0}}, {'entityName': '560076', 'metric': {'type': 'TOTAL', 'count': 1835, 'amount': 2129897.0}}, {'entityName': '500072', 'metric': {'type': 'TOTAL', 'count': 1794, 'amount': 2115388.0}}, {'entityName': '560043', 'metric': {'type': 'TOTAL', 'count': 1755, 'amount': 2171198.0}}, {'entityName': '560091', 'metric': {'type': 'TOTAL', 'count': 1405, 'amount': 1565112.0}}, {'entityName': '560100', 'metric': {'type': 'TOTAL', 'count': 1389, 'amount': 1710571.0}}, {'entityName': '201301', 'metric': {'type': 'TOTAL', 'count': 1312, 'amount': 1413747.0}}, {'entityName': '203001', 'metric': {'type': 'TOTAL', 'count': 1297, 'amount': 774861.0}}]",1692611208619
True,SUCCESS,"[{'entityName': 'karnataka', 'metric': {'type': 'TOTAL', 'count': 110273, 'amount': 144605784.0}}, {'entityName': 'maharashtra', 'metric': {'type': 'TOTAL', 'count': 90958, 'amount': 113835208.0}}, {'entityName': 'uttar pradesh', 'metric': {'type': 'TOTAL', 'count': 64514, 'amount': 87703512.0}}, {'entityName': 'tamil nadu', 'metric': {'type': 'TOTAL', 'count': 64356, 'amount': 79747520.0}}, {'entityName': 'kerala', 'metric': {'type': 'TOTAL', 'count': 54587, 'amount': 85390924.0}}, {'entityName': 'telangana', 'metric': {'type': 'TOTAL', 'count': 51465, 'amount': 64798126.0}}, {'entityName': 'west bengal', 'metric': {'type': 'TOTAL', 'count': 47853, 'amount': 59092307.0}}, {'entityName': 'andhra pradesh', 'metric': {'type': 'TOTAL', 'count': 39301, 'amount': 48791931.0}}, {'entityName': 'delhi', 'metric': {'type': 'TOTAL', 'count': 35944, 'amount': 41570159.99999999}}, {'entityName': 'haryana', 'metric': {'type': 'TOTAL', 'count': 35346, 'amount': 45402800.0}}]",1692611260050
True,SUCCESS,"[{'entityName': 'bengaluru urban', 'metric': {'type': 'TOTAL', 'count': 64593, 'amount': 79303480.0}}, {'entityName': 'pune', 'metric': {'type': 'TOTAL', 'count': 19899, 'amount': 24823260.0}}, {'entityName': 'thane', 'metric': {'type': 'TOTAL', 'count': 13402, 'amount': 15693837.0}}, {'entityName': 'chennai', 'metric': {'type': 'TOTAL', 'count': 12059, 'amount': 12069618.0}}, {'entityName': 'rangareddy', 'metric': {'type': 'TOTAL', 'count': 11801, 'amount': 15523643.0}}, {'entityName': 'mumbai suburban', 'metric': {'type': 'TOTAL', 'count': 11136, 'amount': 11840245.0}}, {'entityName': 'hyderabad', 'metric': {'type': 'TOTAL', 'count': 10560, 'amount': 12374531.0}}, {'entityName': 'medchal malkajgiri', 'metric': {'type': 'TOTAL', 'count': 10158, 'amount': 12806190.0}}, {'entityName': 'gurugram', 'metric': {'type': 'TOTAL', 'count': 10085, 'amount': 10744733.0}}, {'entityName': 'jaipur', 'metric': {'type': 'TOTAL', 'count': 9778, 'amount': 11871696.0}}]",1692611260050
True,SUCCESS,"[{'entityName': '560068', 'metric': {'type': 'TOTAL', 'count': 2861, 'amount': 3528404.0}}, {'entityName': '500072', 'metric': {'type': 'TOTAL', 'count': 2176, 'amount': 2594114.0}}, {'entityName': '560037', 'metric': {'type': 'TOTAL', 'count': 2120, 'amount': 2606805.0}}, {'entityName': '560043', 'metric': {'type': 'TOTAL', 'count': 2030, 'amount': 2571392.0}}, {'entityName': '560076', 'metric': {'type': 'TOTAL', 'count': 1945, 'amount': 2478555.0}}, {'entityName': '122001', 'metric': {'type': 'TOTAL', 'count': 1932, 'amount': 1913882.0}}, {'entityName': '560078', 'metric': {'type': 'TOTAL', 'count': 1912, 'amount': 2228186.0}}, {'entityName': '201301', 'metric': {'type': 'TOTAL', 'count': 1886, 'amount': 1908594.0}}, {'entityName': '560058', 'metric': {'type': 'TOTAL', 'count': 1610, 'amount': 1917287.0}}, {'entityName': '560091', 'metric': {'type': 'TOTAL', 'count': 1561, 'amount': 1858018.0}}]",1692611260050
True,SUCCESS,"[{'entityName': 'karnataka', 'metric': {'type': 'TOTAL', 'count': 133971, 'amount': 185063287.0}}, {'entityName': 'maharashtra', 'metric': {'type': 'TOTAL', 'count': 125900, 'amount': 174915648.0}}, {'entityName': 'tamil nadu', 'metric': {'type': 'TOTAL', 'count': 125491, 'amount': 146457790.0}}, {'entityName': 'uttar pradesh', 'metric': {'type': 'TOTAL', 'count': 77022, 'amount': 116755813.0}}, {'entityName': 'kerala', 'metric': {'type': 'TOTAL', 'count': 65563, 'amount': 103982997.0}}, {'entityName': 'telangana', 'metric': {'type': 'TOTAL', 'count': 64655, 'amount': 88544126.99999999}}, {'entityName': 'west bengal', 'metric': {'type': 'TOTAL', 'count': 54277, 'amount': 70466433.0}}, {'entityName': 'delhi', 'metric': {'type': 'TOTAL', 'count': 48908, 'amount': 60603173.0}}, {'entityName': 'andhra pradesh', 'metric': {'type': 'TOTAL', 'count': 44329, 'amount': 58043239.0}}, {'entityName': 'rajasthan', 'metric': {'type': 'TOTAL', 'count': 40926, 'amount': 60792838.0}}]",1692611311813
True,SUCCESS,"[{'entityName': 'bengaluru urban', 'metric': {'type': 'TOTAL', 'count': 78817, 'amount': 101938016.00000001}}, {'entityName': 'pune', 'metric': {'type': 'TOTAL', 'count': 27018, 'amount': 38292195.0}}, {'entityName': 'chennai', 'metric': {'type': 'TOTAL', 'count': 21588, 'amount': 21184965.0}}, {'entityName': 'thane', 'metric': {'type': 'TOTAL', 'count': 20282, 'amount': 24614041.000000004}}, {'entityName': 'mumbai suburban', 'metric': {'type': 'TOTAL', 'count': 16192, 'amount': 18884324.0}}, {'entityName': 'rangareddy', 'metric': {'type': 'TOTAL', 'count': 15005, 'amount': 21565381.0}}, {'entityName': 'thiruvallur', 'metric': {'type': 'TOTAL', 'count': 14602, 'amount': 15650997.0}}, {'entityName': 'medchal malkajgiri', 'metric': {'type': 'TOTAL', 'count': 12852, 'amount': 17986714.0}}, {'entityName': 'hyderabad', 'metric': {'type': 'TOTAL', 'count': 12819, 'amount': 15945642.0}}, {'entityName': 'coimbatore', 'metric': {'type': 'TOTAL', 'count': 12780, 'amount': 15595276.0}}]",1692611311813
True,SUCCESS,"[{'entityName': '560068', 'metric': {'type': 'TOTAL', 'count': 3419, 'amount': 4310528.0}}, {'entityName': '500072', 'metric': {'type': 'TOTAL', 'count': 2486, 'amount': 3151661.0}}, {'entityName': '560043', 'metric': {'type': 'TOTAL', 'count': 2468, 'amount': 3499600.0}}, {'entityName': '560037', 'metric': {'type': 'TOTAL', 'count': 2424, 'amount': 3146560.0}}, {'entityName': '560076', 'metric': {'type': 'TOTAL', 'count': 2391, 'amount': 3129589.0}}, {'entityName': '560078', 'metric': {'type': 'TOTAL', 'count': 2388, 'amount': 3105356.0}}, {'entityName': '201301', 'metric': {'type': 'TOTAL', 'count': 2193, 'amount': 2399892.0}}, {'entityName': '421302', 'metric': {'type': 'TOTAL', 'count': 2085, 'amount': 2245940.0}}, {'entityName': '122001', 'metric': {'type': 'TOTAL', 'count': 2037, 'amount': 2580157.0}}, {'entityName': '560058', 'metric': {'type': 'TOTAL', 'count': 1998, 'amount': 2274976.0}}]",1692611311813
True,SUCCESS,"[{'entityName': 'karnataka', 'metric': {'type': 'TOTAL', 'count': 127376, 'amount': 186543426.0}}, {'entityName': 'maharashtra', 'metric': {'type': 'TOTAL', 'count': 112174, 'amount': 166596248.0}}, {'entityName': 'tamil nadu', 'metric': {'type': 'TOTAL', 'count': 90690, 'amount': 116710222.00000001}}, {'entityName': 'uttar pradesh', 'metric': {'type': 'TOTAL', 'count': 73080, 'amount': 127110494.0}}, {'entityName': 'kerala', 'metric': {'type': 'TOTAL', 'count': 62377, 'amount': 101786828.0}}, {'entityName': 'west bengal', 'metric': {'type': 'TOTAL', 'count': 56833, 'amount': 77461732.0}}, {'entityName': 'telangana', 'metric': {'type': 'TOTAL', 'count': 54508, 'amount': 82678207.0}}, {'entityName': 'delhi', 'metric': {'type': 'TOTAL', 'count': 45821, 'amount': 61040038.0}}, {'entityName': 'haryana', 'metric': {'type': 'TOTAL', 'count': 37287, 'amount': 61127193.99999999}}, {'entityName': 'andhra pradesh', 'metric': {'type': 'TOTAL', 'count': 34920, 'amount': 51963355.0}}]",1692619156594
True,SUCCESS,"[{'entityName': 'bengaluru urban', 'metric': {'type': 'TOTAL', 'count': 75238, 'amount': 103829029.99999999}}, {'entityName': 'pune', 'metric': {'type': 'TOTAL', 'count': 24852, 'amount': 37388150.0}}, {'entityName': 'chennai', 'metric': {'type': 'TOTAL', 'count': 20140, 'amount': 20511279.0}}, {'entityName': 'thane', 'metric': {'type': 'TOTAL', 'count': 18419, 'amount': 23430698.0}}, {'entityName': 'mumbai suburban', 'metric': {'type': 'TOTAL', 'count': 14976, 'amount': 17928673.0}}, {'entityName': 'rangareddy', 'metric': {'type': 'TOTAL', 'count': 13622, 'amount': 21152107.0}}, {'entityName': 'thiruvallur', 'metric': {'type': 'TOTAL', 'count': 11786, 'amount': 13822733.0}}, {'entityName': 'medchal malkajgiri', 'metric': {'type': 'TOTAL', 'count': 11454, 'amount': 16935012.0}}, {'entityName': 'north twenty four parganas', 'metric': {'type': 'TOTAL', 'count': 11211, 'amount': 15232572.0}}, {'entityName': 'ernakulam', 'metric': {'type': 'TOTAL', 'count': 11073, 'amount': 17476805.999999996}}]",1692619156594
True,SUCCESS,"[{'entityName': '560068', 'metric': {'type': 'TOTAL', 'count': 3214, 'amount': 4091377.0}}, {'entityName': '560043', 'metric': {'type': 'TOTAL', 'count': 2365, 'amount': 3356228.0}}, {'entityName': '560076', 'metric': {'type': 'TOTAL', 'count': 2282, 'amount': 3399622.0}}, {'entityName': '560037', 'metric': {'type': 'TOTAL', 'count': 2272, 'amount': 3261324.0}}, {'entityName': '500072', 'metric': {'type': 'TOTAL', 'count': 2244, 'amount': 3175666.0}}, {'entityName': '201301', 'metric': {'type': 'TOTAL', 'count': 2080, 'amount': 2580701.0}}, {'entityName': '560078', 'metric': {'type': 'TOTAL', 'count': 2018, 'amount': 2904918.0}}, {'entityName': '122001', 'metric': {'type': 'TOTAL', 'count': 2018, 'amount': 2513445.0}}, {'entityName': '560058', 'metric': {'type': 'TOTAL', 'count': 1931, 'amount': 2145047.0}}, {'entityName': '411057', 'metric': {'type': 'TOTAL', 'count': 1914, 'amount': 2708878.0}}]",1692619156594
True,SUCCESS,"[{'entityName': 'karnataka', 'metric': {'type': 'TOTAL', 'count': 117232, 'amount': 175704013.0}}, {'entityName': 'maharashtra', 'metric': {'type': 'TOTAL', 'count': 102754, 'amount': 157303399.0}}, {'entityName': 'tamil nadu', 'metric': {'type': 'TOTAL', 'count': 79698, 'amount': 105328191.0}}, {'entityName': 'uttar pradesh', 'metric': {'type': 'TOTAL', 'count': 74194, 'amount': 122522457.0}}, {'entityName': 'kerala', 'metric': {'type': 'TOTAL', 'count': 61032, 'amount': 100620603.99999999}}, {'entityName': 'telangana', 'metric': {'type': 'TOTAL', 'count': 55118, 'amount': 79238968.0}}, {'entityName': 'west bengal', 'metric': {'type': 'TOTAL', 'count': 49792, 'amount': 65204280.0}}, {'entityName': 'delhi', 'metric': {'type': 'TOTAL', 'count': 41358, 'amount': 54951108.0}}, {'entityName': 'haryana', 'metric': {'type': 'TOTAL', 'count': 40710, 'amount': 62186066.0}}, {'entityName': 'rajasthan', 'metric': {'type': 'TOTAL', 'count': 37170, 'amount': 61301449.0}}]",1692619338756
True,SUCCESS,"[{'entityName': 'bengaluru urban', 'metric': {'type': 'TOTAL', 'count': 69812, 'amount': 99096628.0}}, {'entityName': 'pune', 'metric': {'type': 'TOTAL', 'count': 25943, 'amount': 39373541.0}}, {'entityName': 'chennai', 'metric': {'type': 'TOTAL', 'count': 15678, 'amount': 16453783.0}}, {'entityName': 'thane', 'metric': {'type': 'TOTAL', 'count': 15403, 'amount': 20442020.0}}, {'entityName': 'rangareddy', 'metric': {'type': 'TOTAL', 'count': 13998, 'amount': 20753771.0}}, {'entityName': 'mumbai suburban', 'metric': {'type': 'TOTAL', 'count': 12717, 'amount': 15575502.000000002}}, {'entityName': 'medchal malkajgiri', 'metric': {'type': 'TOTAL', 'count': 11833, 'amount': 17077694.0}}, {'entityName': 'gurugram', 'metric': {'type': 'TOTAL', 'count': 11759, 'amount': 15891256.999999998}}, {'entityName': 'jaipur', 'metric': {'type': 'TOTAL', 'count': 11344, 'amount': 16436901.0}}, {'entityName': 'thiruvallur', 'metric': {'type': 'TOTAL', 'count': 10840, 'amount': 12569262.000000002}}]",1692619338756
True,SUCCESS,"[{'entityName': '560068', 'metric': {'type': 'TOTAL', 'count': 3141, 'amount': 3959944.0}}, {'entityName': '560037', 'metric': {'type': 'TOTAL', 'count': 2575, 'amount': 3376141.0}}, {'entityName': '500072', 'metric': {'type': 'TOTAL', 'count': 2534, 'amount': 3686902.0}}, {'entityName': '560076', 'metric': {'type': 'TOTAL', 'count': 2184, 'amount': 3330509.0}}, {'entityName': '122001', 'metric': {'type': 'TOTAL', 'count': 2154, 'amount': 2955207.0}}, {'entityName': '560043', 'metric': {'type': 'TOTAL', 'count': 2126, 'amount': 3158190.0}}, {'entityName': '560078', 'metric': {'type': 'TOTAL', 'count': 2051, 'amount': 2883618.0}}, {'entityName': '201301', 'metric': {'type': 'TOTAL', 'count': 1992, 'amount': 2418828.0}}, {'entityName': '411057', 'metric': {'type': 'TOTAL', 'count': 1944, 'amount': 2581267.0}}, {'entityName': '560100', 'metric': {'type': 'TOTAL', 'count': 1843, 'amount': 2510992.0}}]",1692619338756
True,SUCCESS,"[{'entityName': 'karnataka', 'metric': {'type': 'TOTAL', 'count': 139699, 'amount': 199448538.0}}, {'entityName': 'maharashtra', 'metric': {'type': 'TOTAL', 'count': 104872, 'amount': 151171882.0}}, {'entityName': 'tamil nadu', 'metric': {'type': 'TOTAL', 'count': 91069, 'amount': 114625592.99999999}}, {'entityName': 'uttar pradesh', 'metric': {'type': 'TOTAL', 'count': 78940, 'amount': 121483170.0}}, {'entityName': 'kerala', 'metric': {'type': 'TOTAL', 'count': 66059, 'amount': 110021582.0}}, {'entityName': 'telangana', 'metric': {'type': 'TOTAL', 'count': 61523, 'amount': 84397465.0}}, {'entityName': 'west bengal', 'metric': {'type': 'TOTAL', 'count': 58131, 'amount': 76359312.0}}, {'entityName': 'gujarat', 'metric': {'type': 'TOTAL', 'count': 51049, 'amount': 65768085.0}}, {'entityName': 'delhi', 'metric': {'type': 'TOTAL', 'count': 47113, 'amount': 58878500.0}}, {'entityName': 'andhra pradesh', 'metric': {'type': 'TOTAL', 'count': 43150, 'amount': 57802396.0}}]",1697612170585
True,SUCCESS,"[{'entityName': 'bengaluru urban', 'metric': {'type': 'TOTAL', 'count': 81520, 'amount': 109497225.00000001}}, {'entityName': 'pune', 'metric': {'type': 'TOTAL', 'count': 25053, 'amount': 36210265.0}}, {'entityName': 'chennai', 'metric': {'type': 'TOTAL', 'count': 17189, 'amount': 16904783.0}}, {'entityName': 'rangareddy', 'metric': {'type': 'TOTAL', 'count': 16236, 'amount': 23374057.0}}, {'entityName': 'thane', 'metric': {'type': 'TOTAL', 'count': 14544, 'amount': 18428928.0}}, {'entityName': 'ahmadabad', 'metric': {'type': 'TOTAL', 'count': 13645, 'amount': 16204152.0}}, {'entityName': 'gurugram', 'metric': {'type': 'TOTAL', 'count': 13467, 'amount': 16796070.0}}, {'entityName': 'surat', 'metric': {'type': 'TOTAL', 'count': 13306, 'amount': 13249715.0}}, {'entityName': 'medchal malkajgiri', 'metric': {'type': 'TOTAL', 'count': 13044, 'amount': 17698951.0}}, {'entityName': 'mumbai suburban', 'metric': {'type': 'TOTAL', 'count': 12754, 'amount': 14762376.0}}]",1697612170585
True,SUCCESS,"[{'entityName': '560068', 'metric': {'type': 'TOTAL', 'count': 3688, 'amount': 4646310.0}}, {'entityName': '560037', 'metric': {'type': 'TOTAL', 'count': 2892, 'amount': 3957250.0}}, {'entityName': '500072', 'metric': {'type': 'TOTAL', 'count': 2646, 'amount': 3365765.0}}, {'entityName': '560076', 'metric': {'type': 'TOTAL', 'count': 2534, 'amount': 3590807.0}}, {'entityName': '122001', 'metric': {'type': 'TOTAL', 'count': 2457, 'amount': 3051171.0}}, {'entityName': '560043', 'metric': {'type': 'TOTAL', 'count': 2443, 'amount': 3288213.0}}, {'entityName': '560078', 'metric': {'type': 'TOTAL', 'count': 2402, 'amount': 3244684.0}}, {'entityName': '201301', 'metric': {'type': 'TOTAL', 'count': 2320, 'amount': 2626339.0}}, {'entityName': '560100', 'metric': {'type': 'TOTAL', 'count': 2147, 'amount': 2864673.0}}, {'entityName': '411057', 'metric': {'type': 'TOTAL', 'count': 2098, 'amount': 2821693.0}}]",1697612170585
True,SUCCESS,"[{'entityName': 'karnataka', 'metric': {'type': 'TOTAL', 'count': 156076, 'amount': 248056310.99999997}}, {'entityName': 'maharashtra', 'metric': {'type': 'TOTAL', 'count': 136968, 'amount': 217657114.0}}, {'entityName': 'tamil nadu', 'metric': {'type': 'TOTAL', 'count': 104871, 'amount': 139433796.0}}, {'entityName': 'uttar pradesh', 'metric': {'type': 'TOTAL', 'count': 92125, 'amount': 165509877.0}}, {'entityName': 'kerala', 'metric': {'type': 'TOTAL', 'count': 73543, 'amount': 121905046.0}}, {'entityName': 'west bengal', 'metric': {'type': 'TOTAL', 'count': 72712, 'amount': 100365562.0}}, {'entityName': 'telangana', 'metric': {'type': 'TOTAL', 'count': 63993, 'amount': 105605522.0}}, {'entityName': 'delhi', 'metric': {'type': 'TOTAL', 'count': 56336, 'amount': 77332401.0}}, {'entityName': 'rajasthan', 'metric': {'type': 'TOTAL', 'count': 49741, 'amount': 94701652.0}}, {'entityName': 'haryana', 'metric': {'type': 'TOTAL', 'count': 47506, 'amount': 80747159.0}}]",1706092828874
True,SUCCESS,"[{'entityName': 'bengaluru urban', 'metric': {'type': 'TOTAL', 'count': 88349, 'amount': 133137089.00000001}}, {'entityName': 'pune', 'metric': {'type': 'TOTAL', 'count': 30243, 'amount': 50492209.0}}, {'entityName': 'thane', 'metric': {'type': 'TOTAL', 'count': 21339, 'amount': 28481783.0}}, {'entityName': 'mumbai suburban', 'metric': {'type': 'TOTAL', 'count': 18186, 'amount': 22723247.0}}, {'entityName': 'chennai', 'metric': {'type': 'TOTAL', 'count': 18144, 'amount': 19953865.0}}, {'entityName': 'rangareddy', 'metric': {'type': 'TOTAL', 'count': 16541, 'amount': 29175361.0}}, {'entityName': 'jaipur', 'metric': {'type': 'TOTAL', 'count': 14759, 'amount': 25167653.0}}, {'entityName': 'gurugram', 'metric': {'type': 'TOTAL', 'count': 14118, 'amount': 20950373.0}}, {'entityName': 'north twenty four parganas', 'metric': {'type': 'TOTAL', 'count': 13483, 'amount': 19211808.0}}, {'entityName': 'ernakulam', 'metric': {'type': 'TOTAL', 'count': 13336, 'amount': 21283249.0}}]",1706092828874
True,SUCCESS,"[{'entityName': '560068', 'metric': {'type': 'TOTAL', 'count': 3947, 'amount': 5606578.0}}, {'entityName': '560037', 'metric': {'type': 'TOTAL', 'count': 2973, 'amount': 4120542.0}}, {'entityName': '560043', 'metric': {'type': 'TOTAL', 'count': 2809, 'amount': 4454698.0}}, {'entityName': '560076', 'metric': {'type': 'TOTAL', 'count': 2591, 'amount': 4025991.0}}, {'entityName': '411057', 'metric': {'type': 'TOTAL', 'count': 2574, 'amount': 4010497.0}}, {'entityName': '500072', 'metric': {'type': 'TOTAL', 'count': 2539, 'amount': 4276139.0}}, {'entityName': '201301', 'metric': {'type': 'TOTAL', 'count': 2521, 'amount': 3339961.0}}, {'entityName': '560078', 'metric': {'type': 'TOTAL', 'count': 2515, 'amount': 3710977.0}}, {'entityName': '122001', 'metric': {'type': 'TOTAL', 'count': 2474, 'amount': 3601541.0}}, {'entityName': '110059', 'metric': {'type': 'TOTAL', 'count': 2330, 'amount': 3163916.0}}]",1706092828874
True,SUCCESS,"[{'entityName': 'karnataka', 'metric': {'type': 'TOTAL', 'count': 169357, 'amount': 264708700.0}}, {'entityName': 'maharashtra', 'metric': {'type': 'TOTAL', 'count': 149016, 'amount': 224725389.0}}, {'entityName': 'tamil nadu', 'metric': {'type': 'TOTAL', 'count': 111521, 'amount': 148976175.0}}, {'entityName': 'uttar pradesh', 'metric': {'type': 'TOTAL', 'count': 103701, 'amount': 176442664.0}}, {'entityName': 'west bengal', 'metric': {'type': 'TOTAL', 'count': 79576, 'amount': 104987908.99999999}}, {'entityName': 'kerala', 'metric': {'type': 'TOTAL', 'count': 73106, 'amount': 115101791.0}}, {'entityName': 'telangana', 'metric': {'type': 'TOTAL', 'count': 67388, 'amount': 105607539.0}}, {'entityName': 'rajasthan', 'metric': {'type': 'TOTAL', 'count': 59127, 'amount': 102926410.0}}, {'entityName': 'delhi', 'metric': {'type': 'TOTAL', 'count': 53050, 'amount': 76232346.0}}, {'entityName': 'bihar', 'metric': {'type': 'TOTAL', 'count': 51592, 'amount': 63844442.0}}]",1714727715291
